,timestamp,Count,open,high,low,close,volume,Asset_ID,human_asset_name
179,2018-01-23,157567.0,13.492,13.925999999999998,11.6,12.888,15026059.794618534,5,EOS.IO
180,2018-01-23,465427.0,997.6716666666664,1030.0,905.0,983.035,752808.7245205162,6,Ethereum
181,2018-01-23,53712.0,29.0705,30.87,25.964,28.096,1152897.3041946152,7,Ethereum Classic
182,2018-01-23,148371.0,179.27333333333337,187.39,161.17,177.334,733401.5251135513,9,Litecoin
183,2018-01-23,14392.0,314.42,324.99,283.65,307.725,67977.49998773,11,Monero
184,2018-01-24,42909.0,13.1494,14.3,12.6,13.8,1947831.1500000001,0,Binance Coin
185,2018-01-24,726776.0,10820.176666666666,11570.48,10350.0,11376.668333333331,112157.74868692165,1,Bitcoin
186,2018-01-24,65818.0,1615.2240000000004,1682.4,1497.44,1651.4820000000002,46809.65784862837,2,Bitcoin Cash
187,2018-01-24,100845.0,12.878,13.97,12.24,13.909,8552327.37641795,5,EOS.IO
188,2018-01-24,403824.0,983.4533333333331,1074.0,935.0,1062.4983333333332,616807.313766299,6,Ethereum
189,2018-01-24,38152.0,28.16566666666667,30.41,27.5,29.67766666666667,747450.7858708275,7,Ethereum Classic
190,2018-01-24,117502.0,177.56,186.3,170.0,180.64666666666668,537083.7133582977,9,Litecoin
191,2018-01-24,8846.0,307.31,324.7,296.66,319.015,30982.19277929,11,Monero
192,2018-01-25,32543.0,13.7998,14.1516,13.01,13.1905,1430168.81,0,Binance Coin
193,2018-01-25,616145.0,11376.401957199998,12000.0,10845.0,11157.056666666664,93022.88608350017,1,Bitcoin
194,2018-01-25,62506.0,1650.4919999999993,1713.1,1584.0,1632.66,39637.68379758071,2,Bitcoin Cash
195,2018-01-25,122551.0,13.9225,15.1,13.473,14.2805,10706126.556544073,5,EOS.IO
196,2018-01-25,403490.0,1062.1066666666666,1115.0,1000.01,1049.3233333333335,630356.0009823387,6,Ethereum
197,2018-01-25,32161.0,29.68166666666667,30.53,28.462,29.0605,604036.6808825085,7,Ethereum Classic
198,2018-01-25,107675.0,180.67,186.77,174.84,179.15,475638.8722379835,9,Litecoin
199,2018-01-25,7916.0,318.88,327.7,305.02,315.4,28733.29997961,11,Monero
200,2018-01-26,37670.0,13.1905,13.5989,12.01,13.1344,1790727.6900000002,0,Binance Coin
201,2018-01-26,777881.0,11155.385,11700.0,10263.32,11086.44,143069.70676765888,1,Bitcoin
202,2018-01-26,71853.0,1631.8775,1681.02,1475.36,1591.87,55704.976591617444,2,Bitcoin Cash
203,2018-01-26,109903.0,14.2855,14.83,12.8,14.2955,9414130.95032868,5,EOS.IO
204,2018-01-26,426127.0,1049.0866666666666,1085.0,982.0,1048.914,598062.5618807635,6,Ethereum
205,2018-01-26,40783.0,29.17,29.86,26.464,28.6035,819173.9000350502,7,Ethereum Classic
206,2018-01-26,122055.0,179.10333333333335,183.23,164.49,175.72333333333333,545438.0021870628,9,Litecoin
207,2018-01-26,11642.0,315.47,329.0,288.32,321.93,37928.49916894,11,Monero
208,2018-01-27,23584.0,13.169,13.550999999999998,12.85,13.3945,995594.0700000001,0,Binance Coin
209,2018-01-27,524384.0,11086.436666666665,11689.0,10800.0,11420.443333333336,88601.3160193786,1,Bitcoin
210,2018-01-27,48544.0,1592.5220000000002,1698.26,1555.1,1627.2925,34991.72694039249,2,Bitcoin Cash
211,2018-01-27,62050.0,14.298,14.745,13.855,14.37,4652360.880223457,5,EOS.IO
212,2018-01-27,313391.0,1048.8516666666667,1127.99,1027.0,1111.3333333333333,430625.37422368384,6,Ethereum
213,2018-01-27,26457.0,28.61633333333333,30.299,27.82,29.57666666666667,544560.8717475057,7,Ethereum Classic
214,2018-01-27,90465.0,175.79333333333335,185.89,172.5,181.32800000000003,413680.3838665852,9,Litecoin
215,2018-01-27,8939.0,322.85,334.84,308.74,322.005,26065.35455189,11,Monero
216,2018-01-28,31115.0,13.3991,14.0235,13.3,13.7739,1377413.02,0,Binance Coin
217,2018-01-28,556123.0,11421.138333333334,12274.25,11100.0,11733.851666666667,82958.17160501616,1,Bitcoin
218,2018-01-28,65910.0,1627.5866666666668,1787.7,1600.35,1745.8025,62061.45966624427,2,Bitcoin Cash
219,2018-01-28,69564.0,14.35,14.972,14.08,14.726,4948684.982985443,5,EOS.IO
220,2018-01-28,451511.0,1111.2566666666671,1277.0,1087.94,1235.748,662457.1759160018,6,Ethereum
221,2018-01-28,45238.0,29.607,34.38,29.292,32.25433333333333,1049660.0105464896,7,Ethereum Classic
222,2018-01-28,103637.0,181.296,198.0,178.65,194.31500000000003,482057.7630456882,9,Litecoin
223,2018-01-28,8352.0,322.73,340.91,320.14,331.06500000000005,29522.211574560002,11,Monero
224,2018-01-29,32106.0,13.7739,13.87,12.739,12.8151,860528.97,0,Binance Coin
225,2018-01-29,481515.0,11734.991666666669,11975.02,10840.0,11193.161280896667,70998.4267479112,1,Bitcoin
226,2018-01-29,47134.0,1749.3375,1784.6,1610.0,1646.4280000000006,32681.249089050947,2,Bitcoin Cash
227,2018-01-29,70242.0,14.720999999999998,14.85,13.28,13.5385,4850806.4944888735,5,EOS.IO
228,2018-01-29,378247.0,1234.515,1260.0,1122.01,1170.43,496217.8627552948,6,Ethereum
229,2018-01-29,33869.0,32.262,33.247,30.006,31.1665,682785.3903046,7,Ethereum Classic
230,2018-01-29,100347.0,194.29833333333332,197.32,175.56,181.135,435938.7587417171,9,Litecoin
231,2018-01-29,7822.0,334.61,339.51,308.01,314.13,21243.7546344,11,Monero
232,2018-01-30,54635.0,12.8295,12.98,11.11,11.4749,1328496.3,0,Binance Coin
233,2018-01-30,722377.0,11194.512947563337,11308.42,9711.11,10092.391666666668,150901.8254377755,1,Bitcoin
234,2018-01-30,77633.0,1646.3225000000002,1660.75,1431.4,1457.22,56766.275242260024,2,Bitcoin Cash
235,2018-01-30,125347.0,13.555,13.61,10.87,11.3795,11570699.834701983,5,EOS.IO
236,2018-01-30,551883.0,1170.4916666666666,1186.98,1018.54,1067.2283333333332,813817.3577540054,6,Ethereum
237,2018-01-30,40281.0,31.1615,31.301,26.066,26.96966666666667,1120740.217698601,7,Ethereum Classic
238,2018-01-30,151573.0,180.76166666666663,182.08,157.65,165.384,778192.3995515866,9,Litecoin
239,2018-01-30,13929.0,315.08,316.06,261.93,273.275,52607.90546995,11,Monero
240,2018-01-31,46566.0,11.46,11.5483,10.553,11.3131,948213.96,0,Binance Coin
241,2018-01-31,613509.0,10090.34,10425.85,9513.1,10194.67960379,111919.23831922212,1,Bitcoin
242,2018-01-31,69880.0,1462.17,1531.12,1370.0,1484.0625,55034.623278053106,2,Bitcoin Cash
243,2018-01-31,110073.0,11.3785,12.252,10.22,11.982,9427814.912009206,5,EOS.IO
244,2018-01-31,433731.0,1067.725,1135.0,1010.77,1115.0266666666666,547065.9752991915,6,Ethereum
245,2018-01-31,39317.0,26.993333333333336,28.83,25.37,28.632,910410.1513484799,7,Ethereum Classic
246,2018-01-31,126857.0,165.77,169.31,154.88,163.89,628942.6529020205,9,Litecoin
247,2018-01-31,9365.0,273.58500000000004,284.17,260.0,272.415,26870.46718914,11,Monero
248,2018-02-01,72587.0,11.25,11.45,8.63,9.5138,2175297.73,0,Binance Coin
249,2018-02-01,933216.0,10187.151666666668,10336.0,8400.0,9120.283333333333,202194.19224053688,1,Bitcoin
250,2018-02-01,97062.0,1482.3475,1512.67,1168.39,1269.415,87392.0960242106,2,Bitcoin Cash
251,2018-02-01,117930.0,11.9525,12.2,9.75,10.098,12586415.047157062,5,EOS.IO
252,2018-02-01,710953.0,1113.4133333333332,1179.4,930.0,1030.05,1086317.1916233532,6,Ethereum
253,2018-02-01,38329.0,28.59033333333333,28.91,22.901,24.96633333333333,1019986.6376037557,7,Ethereum Classic
254,2018-02-01,193602.0,163.71999999999997,167.58,125.0,142.546,1280633.1584759622,9,Litecoin
255,2018-02-01,12602.0,272.3,278.87,221.01,240.675,45172.82492933,11,Monero
256,2018-02-02,111102.0,9.5138,10.749,7.3,9.7484,4023356.31,0,Binance Coin
257,2018-02-02,1251974.0,9123.748333333331,9300.55,7540.0,8843.308333333332,303120.21185618086,1,Bitcoin
258,2018-02-02,159698.0,1274.5,1293.15,927.04,1189.4425,129903.09485094223,2,Bitcoin Cash
259,2018-02-02,163017.0,10.108,11.2,8.408,10.246,17339717.21440667,5,EOS.IO
260,2018-02-02,1084579.0,1030.24,1047.37,726.43,918.465,1944134.75556277,6,Ethereum
261,2018-02-02,63105.0,25.0965,25.28,17.8,23.22,1646769.3597100063,7,Ethereum Classic
262,2018-02-02,299843.0,142.235,147.0,100.2,131.536,2188822.0190150347,9,Litecoin
263,2018-02-02,20036.0,241.245,300.0,182.0,236.86,96316.51538175,11,Monero
264,2018-02-03,81182.0,9.7485,10.354,8.5818,9.7252,2349355.25,0,Binance Coin
265,2018-02-03,781228.0,8842.616666666667,9499.0,8022.9,9206.75,139653.99567233154,1,Bitcoin
266,2018-02-03,70344.0,1192.5766666666668,1320.0,1050.0,1269.6033333333332,52643.75983297858,2,Bitcoin Cash
267,2018-02-03,92516.0,10.2455,11.27,9.143,10.621,8916902.08908987,5,EOS.IO
268,2018-02-03,531957.0,918.6216666666666,999.0,831.71,969.606,714638.7223986952,6,Ethereum
269,2018-02-03,31305.0,23.195,25.037,20.236,24.2885,765783.3111229646,7,Ethereum Classic
270,2018-02-03,230001.0,131.532,166.99,117.97,160.64,1622396.1345938381,9,Litecoin
271,2018-02-03,8374.0,237.75,258.95,212.5,252.37,27779.85575768,11,Monero
272,2018-02-04,63451.0,9.7497,9.7527,8.012,8.373,2016646.56,0,Binance Coin
273,2018-02-04,800095.0,9208.468333333332,9410.0,7751.2,8173.251666666668,168084.17964212818,1,Bitcoin
274,2018-02-04,70422.0,1269.586,1294.99,1071.8,1154.4100000000003,56834.31529208515,2,Bitcoin Cash
